road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
rural,4,0.191,60,daylight,rainy,True,True,morning,False,True,1,0.2887
rural,2,0.5363,35,night,clear,True,True,evening,False,True,1,0.3849
urban,2,0.3206,45,daylight,clear,True,True,afternoon,False,False,2,0.1553
rural,3,0.4198,60,daylight,clear,False,True,evening,False,False,5,0.3981
rural,3,0.2381,45,dim,clear,True,True,evening,False,True,2,0.408
rural,5,0.503,35,dim,foggy,True,True,morning,False,True,4,0.4146
urban,4,0.1111,35,daylight,clear,True,False,morning,False,False,0,0.0845
urban,1,0.2317,35,daylight,clear,True,True,morning,False,True,8,0.1531
highway,3,0.1773,35,night,rainy,False,True,afternoon,False,False,9,0.5396
rural,2,0.271,60,daylight,rainy,True,True,afternoon,False,True,7,0.3867
urban,6,0.2633,45,night,rainy,True,True,afternoon,False,False,10,0.3631
urban,3,0.384,45,daylight,rainy,True,True,morning,False,False,2,0.2076
urban,4,0.3845,35,dim,clear,True,True,evening,False,False,7,0.3662
urban,2,0.3462,35,dim,clear,True,True,morning,False,False,0,0.133
rural,6,0.0618,25,night,clear,True,True,morning,False,False,1,0.3382
urban,6,0.2972,35,daylight,clear,True,True,evening,False,True,7,0.2992
urban,4,0.3712,70,night,clear,True,True,morning,False,False,3,0.335
rural,2,0.3557,25,daylight,clear,True,True,morning,False,False,7,0.3127
urban,3,0.4817,70,dim,clear,True,True,morning,False,False,0,0.2822
rural,4,0.0884,25,dim,clear,False,False,afternoon,False,False,7,0.358
rural,5,0.2234,70,daylight,foggy,True,True,morning,False,False,7,0.4756
urban,2,0.2705,35,night,clear,True,True,evening,True,True,10,0.4429
rural,4,0.261,35,night,rainy,False,True,evening,False,True,10,0.5828
rural,4,0.1877,60,night,clear,True,False,evening,False,True,1,0.4225
urban,1,0.1568,45,night,clear,True,True,morning,False,False,6,0.2082
urban,1,0.303,60,daylight,clear,True,True,morning,False,False,1,0.1415
rural,6,0.0866,60,dim,rainy,True,True,afternoon,False,False,3,0.346
highway,3,0.7205,45,daylight,rainy,True,True,afternoon,False,False,5,0.4166
rural,5,0.6092,45,daylight,clear,True,True,morning,False,False,6,0.3179
urban,5,0.1292,35,dim,clear,True,True,morning,False,False,7,0.2588
rural,4,0.5735,45,daylight,rainy,False,True,morning,False,False,1,0.3859
urban,4,0.7033,45,daylight,clear,True,True,morning,False,False,1,0.1695
rural,6,0.1131,45,night,clear,True,True,afternoon,False,True,5,0.3239
rural,4,0.1269,60,daylight,clear,True,True,afternoon,False,True,9,0.3366
rural,2,0.2267,60,daylight,clear,True,True,evening,False,True,6,0.373
highway,3,0.2069,45,night,rainy,True,True,morning,False,False,10,0.518
rural,3,0.1504,70,night,clear,True,True,evening,False,False,5,0.3845
rural,1,0.435,35,daylight,clear,True,True,morning,True,True,1,0.2797
urban,6,0.4396,25,night,foggy,False,False,afternoon,False,False,2,0.4001
highway,4,0.1032,35,daylight,foggy,True,True,afternoon,True,False,3,0.3587
highway,4,0.2598,35,daylight,clear,True,True,morning,True,True,8,0.3884
urban,2,0.2818,45,dim,clear,True,False,morning,False,False,2,0.1663
rural,4,0.1488,60,night,rainy,True,True,afternoon,False,False,1,0.4128
urban,4,0.5492,45,night,clear,True,True,afternoon,False,True,6,0.3243
rural,3,0.6194,35,daylight,rainy,True,True,evening,False,False,8,0.4487
rural,4,0.1119,25,daylight,rainy,True,False,afternoon,False,False,6,0.3598
urban,6,0.1462,35,night,rainy,True,True,afternoon,False,False,8,0.3963
highway,2,0.1478,60,daylight,rainy,True,False,afternoon,False,False,7,0.3539
urban,2,0.5732,45,daylight,clear,True,True,afternoon,False,True,9,0.2828
rural,5,0.4704,45,daylight,clear,True,True,afternoon,True,False,4,0.3569
rural,5,0.2516,35,daylight,rainy,True,True,evening,False,True,4,0.42
urban,1,0.2572,60,dim,rainy,True,True,morning,False,False,8,0.369
urban,2,0.1841,25,daylight,clear,True,True,morning,False,True,0,0.1288
urban,6,0.1271,35,night,clear,True,False,afternoon,False,False,5,0.2961
rural,2,0.5506,35,daylight,clear,True,True,evening,False,False,1,0.2836
rural,6,0.4255,60,night,clear,True,True,evening,False,True,3,0.4811
urban,6,0.3673,60,daylight,clear,True,True,afternoon,False,True,3,0.2209
urban,3,0.0206,60,night,rainy,True,True,morning,False,False,0,0.2513
urban,5,0.2781,45,dim,clear,False,False,afternoon,False,True,7,0.3739
rural,6,0.333,60,daylight,rainy,True,False,morning,False,False,4,0.4175
rural,1,0.2844,45,night,clear,True,True,afternoon,False,False,8,0.3403
urban,3,0.2928,45,night,clear,True,True,morning,False,True,10,0.3948
rural,6,0.0875,45,dim,clear,True,True,evening,True,False,1,0.3207
urban,3,0.4391,45,dim,rainy,True,True,evening,False,False,4,0.3857
highway,5,0.3821,45,daylight,rainy,True,False,afternoon,False,False,0,0.3132
highway,3,0.169,45,daylight,rainy,True,True,morning,False,True,2,0.3077
rural,5,0.3436,45,daylight,clear,False,True,morning,False,False,2,0.3537
highway,2,0.3495,25,daylight,rainy,True,False,afternoon,False,True,2,0.3554
highway,2,0.2006,35,daylight,rainy,True,False,afternoon,False,True,0,0.2806
highway,5,0.0865,45,dim,clear,False,True,morning,False,True,0,0.3178
rural,6,0.2851,35,daylight,clear,True,True,afternoon,False,True,3,0.2858
urban,4,0.078,45,daylight,clear,True,True,morning,False,True,6,0.2141
urban,4,0.2069,35,night,rainy,True,True,afternoon,False,True,0,0.2532
urban,1,0.2637,35,daylight,foggy,True,True,afternoon,False,False,0,0.1263
rural,4,0.3814,35,daylight,clear,True,True,afternoon,False,False,0,0.1814
urban,1,0.1444,25,dim,clear,True,False,evening,False,True,10,0.2745
urban,5,0.1444,35,dim,clear,True,True,evening,False,False,8,0.3509
rural,6,0.3906,35,night,clear,True,True,morning,False,False,10,0.3656
urban,5,0.1394,45,night,clear,True,True,afternoon,False,False,3,0.2743
rural,5,0.0747,25,night,rainy,True,True,evening,False,True,3,0.4025
highway,1,0.1532,45,night,clear,True,False,evening,False,False,10,0.4811
rural,3,0.0316,35,daylight,clear,True,True,morning,False,True,8,0.279
rural,1,0.2145,60,night,rainy,True,True,morning,False,True,6,0.424
rural,6,0.1415,25,daylight,foggy,True,False,afternoon,False,False,8,0.3684
rural,6,0.2563,45,night,clear,True,False,afternoon,False,False,10,0.4096
urban,3,0.1419,35,night,rainy,True,True,evening,True,True,4,0.3917
highway,2,0.3367,35,daylight,foggy,True,False,evening,False,False,2,0.3811
urban,2,0.4034,35,daylight,clear,False,True,afternoon,False,False,5,0.2301
urban,3,0.6135,60,dim,rainy,False,False,evening,False,False,10,0.4962
rural,6,0.3189,60,night,rainy,False,True,evening,False,False,2,0.5242
urban,3,0.1165,60,night,rainy,False,False,afternoon,False,True,9,0.4564
urban,4,0.3337,25,night,clear,True,True,morning,False,False,6,0.3047
urban,3,0.2093,70,night,clear,True,True,afternoon,False,True,10,0.3667
urban,3,0.2795,35,daylight,clear,True,True,evening,False,False,7,0.224
urban,5,0.3044,45,daylight,clear,True,True,afternoon,False,False,2,0.2022
urban,1,0.5488,25,night,clear,True,False,morning,False,False,2,0.1499
rural,3,0.3492,25,night,rainy,True,False,evening,False,False,9,0.5837
highway,5,0.2758,45,daylight,clear,True,True,afternoon,False,True,4,0.2789
urban,3,0.2508,70,night,rainy,True,False,afternoon,False,True,4,0.3033
highway,4,0.1616,45,daylight,clear,False,True,afternoon,False,True,0,0.2472
urban,3,0.1476,45,daylight,rainy,True,True,afternoon,True,True,3,0.2796
urban,3,0.4537,45,daylight,clear,True,True,morning,False,False,0,0.0898
urban,5,0.0539,60,dim,rainy,False,False,afternoon,False,False,6,0.3432
rural,3,0.2664,35,night,clear,True,True,evening,False,True,8,0.4188
urban,5,0.5603,70,daylight,clear,False,True,evening,True,True,0,0.3237
rural,1,0.0941,35,daylight,clear,True,True,afternoon,False,True,2,0.2272
rural,5,0.2454,35,daylight,rainy,False,True,morning,False,False,5,0.3935
rural,6,0.1705,35,dim,clear,True,False,afternoon,True,False,9,0.2754
rural,1,0.1537,45,dim,clear,True,True,morning,False,True,5,0.3191
highway,6,0.293,35,night,clear,False,True,morning,True,False,9,0.5755
urban,3,0.3597,35,daylight,clear,True,True,morning,False,True,4,0.1482
urban,1,0.1494,45,dim,foggy,True,False,afternoon,False,False,9,0.363
rural,2,0.2215,25,daylight,clear,False,False,morning,True,True,2,0.3714
rural,6,0.2333,35,night,clear,True,True,afternoon,False,False,9,0.4216
urban,2,0.176,45,daylight,clear,True,True,afternoon,False,False,9,0.1991
urban,5,0.1466,45,daylight,rainy,True,True,morning,False,False,5,0.2012
rural,4,0.1545,45,night,clear,False,True,evening,True,True,7,0.5368
urban,3,0.3006,35,daylight,rainy,True,True,evening,False,False,5,0.231
urban,6,0.5803,45,daylight,rainy,True,True,evening,False,False,0,0.3527
highway,2,0.2232,60,night,clear,True,True,morning,False,False,2,0.3442
rural,4,0.158,25,daylight,clear,True,True,evening,False,True,8,0.3283
rural,5,0.2668,25,daylight,rainy,True,True,evening,True,False,10,0.501
rural,1,0.1804,45,daylight,clear,True,True,afternoon,False,True,8,0.2332
highway,3,0.5124,45,daylight,clear,True,False,afternoon,True,True,6,0.4288
urban,6,0.2631,45,daylight,clear,False,True,evening,False,True,8,0.3754
urban,1,0.6035,35,night,clear,True,True,afternoon,False,False,7,0.2511
rural,3,0.0737,45,daylight,rainy,False,True,afternoon,False,True,8,0.4568
rural,2,0.7807,35,daylight,foggy,True,True,evening,False,False,3,0.4213
urban,4,0.2749,25,daylight,clear,True,True,afternoon,True,True,2,0.2298
highway,5,0.2313,35,daylight,rainy,True,True,afternoon,False,True,2,0.3693
rural,3,0.3307,70,daylight,rainy,False,False,afternoon,False,True,4,0.4796
urban,2,0.1847,60,dim,clear,True,True,afternoon,False,False,9,0.2243
urban,6,0.1709,60,night,clear,False,True,afternoon,False,False,7,0.377
urban,5,0.1372,60,dim,clear,True,False,afternoon,True,False,2,0.2757
rural,3,0.1221,45,dim,rainy,True,False,afternoon,False,False,1,0.3116
highway,2,0.0803,35,night,foggy,True,False,afternoon,False,False,1,0.3267
urban,5,0.0968,35,daylight,clear,True,True,morning,False,False,3,0.1308
highway,1,0.4021,25,daylight,rainy,True,True,evening,False,True,2,0.2831
highway,4,0.2937,45,dim,rainy,False,True,evening,False,True,10,0.575
rural,4,0.1161,45,night,clear,True,True,afternoon,False,False,0,0.2989
rural,6,0.1752,45,daylight,clear,True,True,morning,False,True,10,0.3325
urban,6,0.2754,25,daylight,rainy,True,False,evening,False,True,0,0.2254
rural,1,0.1043,45,night,clear,True,True,afternoon,False,False,4,0.2986
urban,4,0.5869,60,daylight,clear,True,True,evening,False,False,0,0.1883
rural,4,0.3391,25,night,clear,True,True,morning,False,True,0,0.2022
urban,3,0.1202,60,dim,foggy,True,True,morning,False,False,0,0.2885
highway,2,0.2792,70,dim,rainy,True,True,evening,False,False,6,0.4718
highway,1,0.1095,45,dim,clear,True,True,afternoon,False,True,9,0.4325
urban,6,0.187,35,daylight,rainy,True,True,morning,False,False,6,0.161
urban,2,0.5804,70,night,clear,False,True,morning,False,True,5,0.4712
rural,4,0.4475,35,night,clear,True,True,morning,False,False,9,0.4482
rural,2,0.2364,45,daylight,clear,True,True,evening,True,False,8,0.3845
urban,5,0.2042,60,daylight,rainy,True,False,morning,False,True,5,0.2731
rural,1,0.3752,45,daylight,rainy,True,True,evening,False,True,5,0.4016
urban,1,0.1239,60,daylight,clear,True,True,afternoon,False,False,4,0.1554
urban,1,0.3975,45,night,clear,True,True,afternoon,False,False,5,0.3248
urban,3,0.4526,60,night,clear,True,True,afternoon,False,False,3,0.317
urban,2,0.513,45,dim,clear,True,True,morning,False,False,9,0.3104
rural,2,0.1824,25,night,clear,True,True,afternoon,False,True,5,0.2508
highway,6,0.4854,60,night,rainy,True,True,afternoon,False,True,3,0.4925
urban,3,0.355,60,daylight,clear,False,False,afternoon,False,True,3,0.2489
rural,1,0.551,45,daylight,foggy,True,False,morning,False,False,0,0.2891
urban,3,0.3148,35,dim,clear,True,True,evening,False,False,3,0.2065
rural,3,0.2272,60,daylight,rainy,True,True,evening,False,False,2,0.3285
urban,4,0.2024,35,daylight,clear,False,True,morning,True,True,1,0.2508
rural,1,0.0463,25,daylight,clear,True,False,morning,False,True,9,0.2361
highway,6,0.2912,60,night,foggy,True,True,afternoon,False,True,9,0.6208
urban,5,0.3052,45,daylight,clear,True,True,morning,False,True,1,0.1767
rural,6,0.5391,35,daylight,clear,False,True,afternoon,False,True,9,0.4214
urban,4,0.681,45,daylight,clear,True,False,evening,False,True,9,0.3936
urban,1,0.5629,35,daylight,clear,True,True,afternoon,False,False,4,0.2142
urban,1,0.079,45,night,rainy,True,True,afternoon,False,False,3,0.2337
urban,1,0.2306,70,night,rainy,True,True,afternoon,False,False,4,0.2731
urban,2,0.2728,60,dim,clear,False,True,morning,False,True,10,0.3254
urban,1,0.3127,25,night,clear,True,False,evening,False,False,5,0.3021
urban,1,0.3398,45,night,clear,True,True,evening,False,True,3,0.3191
urban,5,0.2971,25,dim,rainy,False,True,afternoon,False,True,6,0.3775
rural,1,0.2955,35,daylight,clear,True,True,afternoon,False,False,9,0.2675
highway,3,0.1614,45,daylight,rainy,True,True,morning,False,False,1,0.3147
urban,1,0.1043,60,night,clear,True,True,morning,False,True,7,0.2779
urban,1,0.2345,25,dim,clear,True,True,evening,False,False,3,0.2553
urban,6,0.3922,60,daylight,clear,True,True,afternoon,False,False,10,0.3229
highway,1,0.2541,35,daylight,clear,True,False,afternoon,False,False,9,0.3278
rural,2,0.1176,45,night,clear,True,True,evening,True,True,4,0.4531
rural,4,0.3323,60,daylight,clear,False,True,evening,False,True,2,0.3445
urban,2,0.3205,70,daylight,clear,True,True,morning,False,False,1,0.2308
urban,5,0.1825,60,daylight,clear,True,True,evening,False,True,7,0.3139
urban,6,0.1051,45,daylight,clear,True,True,afternoon,False,False,2,0.1076
highway,6,0.3768,45,daylight,rainy,True,True,morning,False,False,9,0.4379
highway,5,0.3191,35,daylight,clear,False,True,morning,False,False,5,0.3085
urban,3,0.0705,45,dim,foggy,False,True,afternoon,False,False,2,0.313
rural,3,0.0308,70,daylight,clear,True,True,morning,False,False,0,0.2429
urban,5,0.5438,35,dim,foggy,False,False,evening,False,False,6,0.4729
urban,4,0.3128,60,daylight,clear,False,True,afternoon,False,True,0,0.2637
highway,6,0.4813,60,daylight,clear,True,True,afternoon,False,False,7,0.3637
rural,4,0.1971,60,dim,rainy,True,True,afternoon,False,True,0,0.3455
urban,5,0.1429,45,daylight,rainy,True,True,afternoon,False,False,7,0.2415
urban,1,0.0601,35,daylight,rainy,True,True,morning,False,True,1,0.1591
highway,2,0.0868,60,daylight,clear,True,True,afternoon,False,True,4,0.2758
rural,2,0.3379,45,dim,rainy,False,True,afternoon,False,True,3,0.4525
rural,1,0.2814,35,dim,clear,True,False,morning,True,False,0,0.2385
urban,4,0.124,45,night,clear,True,True,afternoon,False,True,9,0.373
urban,2,0.1782,35,night,rainy,False,False,afternoon,False,False,3,0.2534
highway,2,0.0822,45,dim,rainy,True,True,afternoon,True,True,2,0.3078
rural,3,0.1276,70,daylight,clear,True,True,morning,False,False,8,0.3384
urban,4,0.2939,45,dim,clear,True,True,morning,False,False,6,0.2916
rural,5,0.1397,35,daylight,clear,True,True,morning,True,True,3,0.2305
rural,5,0.2964,25,dim,clear,True,True,morning,False,False,8,0.3888
urban,1,0.2432,45,daylight,clear,True,True,afternoon,False,False,8,0.1953
urban,2,0.2978,35,daylight,clear,True,True,evening,False,False,1,0.1655
rural,5,0.3095,45,night,rainy,False,True,afternoon,False,False,2,0.4408
rural,1,0.2648,45,daylight,clear,True,True,morning,False,True,4,0.233
rural,3,0.2875,60,dim,clear,True,True,morning,False,True,9,0.3645
highway,4,0.1461,60,dim,clear,True,True,morning,True,True,7,0.3602
urban,2,0.5854,25,night,clear,True,True,morning,False,True,10,0.3674
urban,2,0.5808,70,night,foggy,True,True,afternoon,False,True,2,0.3469
highway,1,0.2945,60,daylight,clear,False,True,evening,False,True,1,0.2811
urban,2,0.4019,25,dim,foggy,True,True,morning,True,False,7,0.3095
rural,4,0.5436,60,daylight,foggy,True,True,evening,False,False,10,0.5104
rural,5,0.1512,70,daylight,clear,True,True,afternoon,False,False,6,0.274
rural,1,0.461,35,daylight,rainy,True,True,afternoon,False,False,3,0.3536
urban,4,0.2184,25,night,clear,True,False,afternoon,False,True,4,0.2087
rural,2,0.1662,45,dim,rainy,True,True,morning,True,False,0,0.3151
highway,5,0.1424,35,daylight,clear,True,True,afternoon,False,True,10,0.3129
rural,4,0.3683,25,daylight,clear,True,True,morning,False,False,7,0.2454
rural,5,0.2054,45,daylight,clear,True,True,afternoon,False,True,4,0.269
urban,5,0.3195,35,night,clear,False,False,afternoon,False,False,0,0.2767
urban,1,0.1347,70,daylight,clear,False,True,afternoon,False,False,0,0.1676
urban,2,0.0704,35,night,clear,True,True,morning,True,True,3,0.1805
urban,3,0.2556,35,night,clear,True,True,evening,False,False,2,0.2256
highway,3,0.57,45,daylight,clear,True,True,afternoon,False,False,2,0.3265
rural,3,0.345,45,night,foggy,True,True,afternoon,False,False,4,0.4451
rural,4,0.4141,45,daylight,clear,True,True,morning,False,True,0,0.2615
rural,3,0.1984,45,night,clear,False,True,evening,False,True,3,0.4081
urban,6,0.3464,35,daylight,rainy,True,True,afternoon,False,False,8,0.3093
highway,6,0.4242,60,dim,clear,True,True,afternoon,True,True,2,0.4084
urban,2,0.425,45,dim,clear,True,True,afternoon,False,True,2,0.2922
urban,3,0.2435,35,daylight,clear,True,False,evening,False,True,10,0.3373
rural,5,0.5984,35,dim,foggy,True,True,morning,False,True,6,0.505
highway,6,0.1753,25,night,clear,True,True,morning,False,False,1,0.2433
highway,5,0.0705,70,daylight,foggy,True,True,afternoon,False,False,2,0.4091
urban,5,0.4725,35,daylight,foggy,True,True,morning,False,True,3,0.2373
highway,3,0.4212,35,daylight,clear,True,True,afternoon,False,False,2,0.1817
urban,2,0.2719,35,night,clear,True,True,afternoon,False,True,6,0.23
urban,2,0.4559,45,daylight,clear,True,True,morning,False,True,0,0.1766
highway,3,0.0292,60,night,clear,True,False,afternoon,True,False,7,0.374
highway,2,0.4258,60,daylight,clear,False,True,morning,False,True,2,0.4108
rural,6,0.1532,45,dim,clear,True,True,afternoon,False,True,9,0.35
rural,3,0.5136,45,daylight,rainy,True,True,afternoon,False,False,9,0.3888
highway,2,0.2803,70,dim,clear,True,True,evening,False,True,4,0.411
rural,1,0.1883,35,daylight,clear,True,True,morning,True,False,3,0.2619
highway,1,0.2921,25,night,rainy,True,True,evening,False,False,9,0.4239
rural,2,0.1495,35,dim,clear,True,True,afternoon,False,False,10,0.3806
highway,5,0.3649,45,dim,rainy,True,False,afternoon,False,True,6,0.3598
highway,6,0.1363,25,daylight,foggy,True,True,afternoon,False,False,0,0.299
urban,1,0.5692,35,dim,clear,False,True,evening,False,False,3,0.3257
highway,6,0.3575,45,dim,rainy,True,True,morning,False,False,5,0.4248
rural,4,0.2693,35,dim,clear,True,False,afternoon,False,False,6,0.3786
urban,6,0.4783,60,night,rainy,True,True,afternoon,True,False,10,0.4758
rural,3,0.0903,60,daylight,rainy,True,True,evening,False,False,5,0.4019
